title                                            	seller     	itemid      	买家  	买家等级                                      	价格	数量	时间                 	套餐            	买家vip                                                                      
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	a**3	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-25 14:49:56	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	莫**l	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-25 09:04:12	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	j**8	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-24 22:13:56	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	t**像	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-24 20:39:54	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	u**t	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-24 17:49:09	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	c**g	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-24 10:13:33	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	t**1	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-21 23:18:40	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	t**4	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-21 22:52:49	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	c**8	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-21 22:13:37	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	s**8	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-21 21:43:21	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	z**6	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-21 17:00:49	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	奇**z	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-21 15:24:55	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	梓**宝	                                          	  	1 	2016-01-21 13:10:45	颜色分类:黑色套餐:套餐一 	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	玲**贝	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2016-01-21 06:44:22	颜色分类:黑色套餐:官方标配	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	f**8	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-20 15:44:29	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	优**斯	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2016-01-19 23:16:49	颜色分类:黑色套餐:套餐一 	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	小**奔	                                          	  	1 	2016-01-19 18:04:32	颜色分类:黑色套餐:套餐一 	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	t**2	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-19 13:24:18	颜色分类:黑色套餐:套餐一 	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	茫**子	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-18 15:54:43	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	l**6	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-18 15:35:54	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	a**8	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-17 11:29:48	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	w**6	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-17 00:45:33	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	彼**裹	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-15 12:12:24	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	o**o	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-14 13:54:17	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	乌**3	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-12 09:48:25	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	t**0	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-08 15:54:03	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	黄**儒	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-07 18:29:49	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	c**4	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-06 21:01:56	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	你**啦	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-06 12:22:21	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机    	绿森数码官方旗舰店  	18032630127 	白**0	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-05 10:21:01	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
【分期0首付】佳能 数码单反相机 700D/18-135 STM 套机 佳能700D       	佳能弗尔兹专卖店   	18035746287 	磊**h	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-21 12:57:30	颜色分类:黑色套餐:套餐二 	                                                                           
【分期0首付】佳能 数码单反相机 700D/18-135 STM 套机 佳能700D       	佳能弗尔兹专卖店   	18035746287 	j**8	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-20 14:16:40	颜色分类:黑色套餐:套餐二 	                                                                           
【分期0首付】佳能 数码单反相机 700D/18-135 STM 套机 佳能700D       	佳能弗尔兹专卖店   	18035746287 	小**鹏	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-10 11:03:08	颜色分类:黑色套餐:套餐二 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
佳能700D套机入门单反相机 700D 18-55 IS STM套机 正品 包邮顺丰       	焕玲数码专营店    	18053093587 	g**2	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-25 19:07:16	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
佳能700D套机入门单反相机 700D 18-55 IS STM套机 正品 包邮顺丰       	焕玲数码专营店    	18053093587 	1**q	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-25 12:21:41	颜色分类:黑色套餐:套餐二 	                                                                           
佳能700D套机入门单反相机 700D 18-55 IS STM套机 正品 包邮顺丰       	焕玲数码专营店    	18053093587 	削**岁	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-24 16:28:48	颜色分类:黑色套餐:官方标配	                                                                           
佳能700D套机入门单反相机 700D 18-55 IS STM套机 正品 包邮顺丰       	焕玲数码专营店    	18053093587 	l**6	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-24 10:44:50	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
佳能700D套机入门单反相机 700D 18-55 IS STM套机 正品 包邮顺丰       	焕玲数码专营店    	18053093587 	芝**淑	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-20 12:54:01	颜色分类:黑色套餐:套餐六 	                                                                           
佳能700D套机入门单反相机 700D 18-55 IS STM套机 正品 包邮顺丰       	焕玲数码专营店    	18053093587 	m**7	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-11 15:26:24	颜色分类:黑色套餐:官方标配	                                                                           
佳能700D套机入门单反相机 700D 18-55 IS STM套机 正品 包邮顺丰       	焕玲数码专营店    	18053093587 	安**哥	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-10 14:46:12	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
佳能700D套机入门单反相机 700D 18-55 IS STM套机 正品 包邮顺丰       	焕玲数码专营店    	18053093587 	爱**呗	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-09 13:54:17	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
佳能700D套机入门单反相机 700D 18-55 IS STM套机 正品 包邮顺丰       	焕玲数码专营店    	18053093587 	坏**贱	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-05 20:34:39	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	裸**活	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-25 16:58:03	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	h**e	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-23 20:36:51	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	l**4	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-21 13:55:58	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	免**恩	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2016-01-20 21:46:26	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	浅**泉	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2016-01-20 09:43:34	颜色分类:黑色套餐:官方标配	                                                                           
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	夏**龙	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-18 10:07:04	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	t**2	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-16 10:28:18	颜色分类:黑色套餐:套餐三 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	l**2	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-15 02:59:38	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	小**7	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-12 18:57:11	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	s**6	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-12 12:14:25	颜色分类:黑色套餐:套餐三 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	e**y	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-11 17:16:41	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	c**l	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-11 11:19:47	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	左**i	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-10 19:41:28	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	c**3	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-08 16:22:17	颜色分类:黑色套餐:套餐二 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	s**5	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-07 11:48:05	颜色分类:黑色套餐:套餐三 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	江**店	http://img.alicdn.com/newrank/b_blue_1.gif	  	2 	2016-01-03 11:48:46	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	溢**座	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-02 14:19:41	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	p**0	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-01 22:18:06	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	l**4	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-01 12:49:03	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	c**n	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2015-12-30 14:06:15	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	爱**福	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2015-12-28 23:27:30	颜色分类:黑色套餐:套餐三 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	王**3	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2015-12-28 13:09:18	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	心**8	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2015-12-28 10:57:58	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰        	焕玲数码专营店    	18151038008 	唯**1	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2015-12-27 15:37:26	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	如**q	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2016-01-25 21:05:37	颜色分类:黑色套餐:官方标配	                                                                           
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	萧**下	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-24 17:40:41	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	维**特	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-21 16:17:37	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	欢**哈	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2016-01-19 08:01:28	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	g**g	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-16 23:49:46	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	l**h	http://img.alicdn.com/newrank/b_blue_4.gif	  	1 	2016-01-16 23:04:15	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	t**2	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-08 14:22:43	颜色分类:黑色套餐:套餐一 	                                                                           
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	i**9	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-06 00:05:40	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	维**8	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-04 00:27:01	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	无**丶	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2015-12-30 20:11:03	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机        	绿森数码官方旗舰店  	18208069373 	l**2	http://img.alicdn.com/newrank/b_blue_5.gif	  	1 	2015-12-29 11:30:03	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
全新没开封Canon/佳能 EOS 700D套机(18-135mm)STM 佳能700D 正品  	景泰卓越数码专营店  	20087827464 	小**1	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-18 10:08:26	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
全新没开封Canon/佳能 EOS 700D套机(18-135mm)STM 佳能700D 正品  	景泰卓越数码专营店  	20087827464 	h**0	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-16 17:57:49	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
全新没开封Canon/佳能 EOS 700D套机(18-135mm)STM 佳能700D 正品  	景泰卓越数码专营店  	20087827464 	柒**7	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-02 17:14:02	颜色分类:黑色套餐:套餐三 	                                                                           
全新没开封Canon/佳能 EOS 700D套机(18-135mm)STM 佳能700D 正品  	景泰卓越数码专营店  	20087827464 	星**1	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2015-12-31 15:12:53	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
【电器城】佳能700D单反相机 EOS700D 单机身 数码相机可配18-135         	宽方数码专营     	20166147027 	l**2	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-22 16:51:51	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
