title                                            	seller     	itemid      	买家  	买家等级                                      	价格	数量	时间                 	套餐            	买家vip                                                                      
【电器城】佳能700D单反相机 EOS700D 单机身 数码相机可配18-135         	宽方数码专营     	20166147027 	图**z	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-17 17:19:19	颜色分类:黑色套餐:套餐三 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
【电器城】佳能700D单反相机 EOS700D 单机身 数码相机可配18-135         	宽方数码专营     	20166147027 	l**8	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-17 14:14:56	颜色分类:黑色套餐:官方标配	                                                                           
【电器城】佳能700D单反相机 EOS700D 单机身 数码相机可配18-135         	宽方数码专营     	20166147027 	l**8	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-17 14:09:36	颜色分类:黑色套餐:官方标配	                                                                           
【电器城】佳能700D单反相机 EOS700D 单机身 数码相机可配18-135         	宽方数码专营     	20166147027 	l**8	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-17 14:08:24	颜色分类:黑色套餐:官方标配	                                                                           
【电器城】佳能700D单反相机 EOS700D 单机身 数码相机可配18-135         	宽方数码专营     	20166147027 	沃**机	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-15 12:45:51	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
【电器城】佳能700D单反相机 EOS700D 单机身 数码相机可配18-135         	宽方数码专营     	20166147027 	温**童	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-06 23:07:02	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
【直营店】佳能相机EOS 700D 18-135 STM套机 700D18-135单反相机    	霞光盛景数码专营店  	20728531850 	杜**宁	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-14 11:12:53	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
【直营店】佳能相机EOS 700D 18-135 STM套机 700D18-135单反相机    	霞光盛景数码专营店  	20728531850 	z**z	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2015-12-29 10:51:46	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
【直营店】 单反数码照相机Canon/佳能 700D 18-55套机 联保行货          	霞光盛景数码专营店  	20728727154 	国**n	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-21 14:41:44	颜色分类:黑色套餐:套餐八 	                                                                           
【直营店】 单反数码照相机Canon/佳能 700D 18-55套机 联保行货          	霞光盛景数码专营店  	20728727154 	d**6	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-14 23:04:23	颜色分类:黑色套餐:套餐二 	                                                                           
佳能700D套机 入门单反相机 700D 18-135 STM 套机 正品 包邮顺丰       	焕玲数码专营店    	24284180931 	浮**4	                                          	  	1 	2016-01-05 00:33:54	颜色分类:黑色套餐:套餐二 	                                                                           
【年终特价】Canon/佳能 700D 18-55单反相机 入门单反套机             	佳能富诚佳信专卖店  	24303556699 	m**6	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-18 15:20:02	颜色分类:黑色套餐:套餐三 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
【送原装包】Canon/佳能 700D 18-135 STM单反相机 入门单反套机        	佳能富诚佳信专卖店  	24304208524 	w**1	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-17 06:05:56	颜色分类:黑色套餐:套餐二 	                                                                           
【送原装包】Canon/佳能 700D 18-135 STM单反相机 入门单反套机        	佳能富诚佳信专卖店  	24304208524 	t**1	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-12 21:33:10	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
Canon/佳能单反相机700D/18-135 STM套机 700D大套 正品 顺丰包邮     	佳能欧川专卖店    	24343896475 	大**4	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-07 12:19:51	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
Canon/佳能单反相机700D/18-135 STM套机 700D大套 正品 顺丰包邮     	佳能欧川专卖店    	24343896475 	h**d	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-02 14:18:23	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
全新未开封 正品 佳能700D 18-55套机 佳能700D 18-55mm STM单反     	景泰卓越数码专营店  	24376420094 	g**5	                                          	  	1 	2016-01-24 20:05:34	颜色分类:黑色套餐:套餐一 	                                                                           
全新未开封 正品 佳能700D 18-55套机 佳能700D 18-55mm STM单反     	景泰卓越数码专营店  	24376420094 	t**0	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-17 13:34:05	颜色分类:黑色套餐:套餐一 	                                                                           
全新未开封 正品 佳能700D 18-55套机 佳能700D 18-55mm STM单反     	景泰卓越数码专营店  	24376420094 	t**3	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-15 12:20:24	颜色分类:黑色套餐:套餐二 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
全新未开封 正品 佳能700D 18-55套机 佳能700D 18-55mm STM单反     	景泰卓越数码专营店  	24376420094 	t**3	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-11 15:55:34	颜色分类:黑色套餐:套餐三 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
全新未开封 正品 佳能700D 18-55套机 佳能700D 18-55mm STM单反     	景泰卓越数码专营店  	24376420094 	t**3	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2015-12-31 15:31:23	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
全新未开封 正品 佳能700D 18-55套机 佳能700D 18-55mm STM单反     	景泰卓越数码专营店  	24376420094 	t**3	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2015-12-28 17:05:28	颜色分类:黑色套餐:套餐六 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
Canon/佳能700d 18-55 stm套机700D小套 佳能入门单反相机          	佳能佳侬专卖店    	26519380192 	黄**5	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-07 12:06:41	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
Canon/佳能700d 18-55 stm套机700D小套 佳能入门单反相机          	佳能佳侬专卖店    	26519380192 	n**0	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-07 12:02:50	颜色分类:黑色套餐:套餐二 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
赠神器 Canon/佳能单反相机700D/18-135STM套机 700D大套 正品       	佳能佳侬专卖店    	26519768649 	x**1	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-23 14:12:35	颜色分类:黑色套餐:套餐三 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
赠神器 Canon/佳能单反相机700D/18-135STM套机 700D大套 正品       	佳能佳侬专卖店    	26519768649 	s**1	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-23 13:13:53	颜色分类:黑色套餐:套餐三 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
赠神器 Canon/佳能单反相机700D/18-135STM套机 700D大套 正品       	佳能佳侬专卖店    	26519768649 	m**a	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-01 12:23:37	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	纳**9	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-26 12:12:01	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	怪**a	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-25 21:20:19	颜色分类:黑色套餐:官方标配	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	t**8	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-25 14:27:48	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	猪**忆	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-25 13:45:10	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	悦**郅	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-24 14:49:38	颜色分类:黑色套餐:官方标配	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	i**6	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-24 14:47:25	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	杨**1	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-24 10:50:52	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	海**宝	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-23 23:04:38	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	w**3	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-23 10:44:16	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	z**8	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-23 00:27:40	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	a**果	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-23 00:27:13	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	i**n	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-22 17:37:33	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	小**0	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2016-01-22 17:30:08	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	g**5	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2016-01-22 10:10:01	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	琳**l	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-22 09:55:00	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	九**字	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-21 19:35:30	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	c**i	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-21 17:18:06	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	姚**3	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-21 15:56:09	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	d**2	                                          	  	1 	2016-01-21 15:47:08	颜色分类:黑色套餐:套餐一 	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	e**7	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-21 14:04:30	颜色分类:黑色套餐:官方标配	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	t**2	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-20 22:09:04	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	白**1	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-20 18:00:19	颜色分类:黑色套餐:官方标配	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	我**0	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-20 13:13:38	颜色分类:黑色套餐:官方标配	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	孙**2	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-20 12:22:56	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	小**6	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-19 19:46:07	颜色分类:黑色套餐:官方标配	                                                                           
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	李**6	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-19 19:29:42	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	m**宝	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2016-01-19 15:55:52	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	诚**f	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-19 12:24:30	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	m**1	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-19 11:27:41	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
12期免息【送16G卡】Canon/佳能 EOS 700D套机(18-55mm)单反相机     	绿森数码官方旗舰店  	35454140792 	买**0	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-19 11:17:38	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
【全新正品】佳能单反700D套机 EOS 700D 18-55 IS STM 正品 包邮     	棱镜数码专营店    	36982442137 	t**1	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-14 17:00:06	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
【全新正品】佳能单反700D套机 EOS 700D 18-55 IS STM 正品 包邮     	棱镜数码专营店    	36982442137 	t**5	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-05 11:07:09	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
【全新正品】佳能单反700D套机 EOS 700D 18-55 IS STM 正品 包邮     	棱镜数码专营店    	36982442137 	吴**燕	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2016-01-04 16:39:30	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1pHyIXalkXXXXXXXX-16-16.png" alt="V6会员">
【全新正品】佳能单反700D套机 EOS 700D 18-55 IS STM 正品 包邮     	棱镜数码专营店    	36982442137 	m**y	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2016-01-01 13:59:29	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
【0首付 分期】佳能700D单机身 EOS 700D 单机身 正品 包邮             	棱镜数码专营店    	36985471986 	h**2	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-06 11:03:59	颜色分类:黑色套餐:官方标配	                                                                           
【0首付 分期】佳能700D单机身 EOS 700D 单机身 正品 包邮             	棱镜数码专营店    	36985471986 	a**3	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2015-12-28 15:14:17	颜色分类:黑色套餐:套餐二 	                                                                           
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	意**0	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-25 18:10:23	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	大**2	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-25 18:03:49	颜色分类:黑色套餐:官方标配	                                                                           
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	q**3	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-23 15:35:12	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	t**1	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-23 12:02:43	颜色分类:黑色套餐:套餐二 	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	寂**1	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-23 10:47:52	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	朱**邮	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-22 12:53:38	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	补**慰	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-22 11:42:29	颜色分类:黑色套餐:套餐五 	                                                                           
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	肥**猪	http://img.alicdn.com/newrank/b_blue_1.gif	  	2 	2016-01-21 15:08:49	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	我**呢	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-21 14:48:42	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	海**咚	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-21 12:26:39	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	f**i	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-20 14:30:50	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	岩**猪	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-20 13:53:05	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	h**g	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-14 22:29:50	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	l**你	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-14 20:36:38	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	h**7	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-14 16:02:29	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	小**3	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-13 19:06:23	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	爱**恒	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-13 14:49:28	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	任**3	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-13 12:55:18	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	t**7	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-13 12:47:45	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	刘**3	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-12 15:54:00	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	q**0	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-12 13:17:14	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
